street,sic_name,employees,Longitude,Latitude,firstyear,lastyear
17 Amherst St,Leather & Leather Products,NA,-71.43874943,41.82318101,1967,1983
25 Bath St,"Printing, Publishing & Allied Industries",0-49,-71.4235966,41.83047688,1979,2006
34 Abbotts Crossing Road Coventry,Precision Machinery,0-49,-71.5730078,41.69510757,1969,1994
24 Burnside St,Industrial & Commercial Machinery,0-49,-71.27257193,41.66330501,1983,1983
24 Broadcommon Rd,Industrial & Commercial Machinery,0-49,-71.27082328,41.69557189,1986,1986
184 Mancini Drive,Industrial & Commercial Machinery,0-49,-71.46464721,41.82337513,1994,1994
42 Blundell St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40461828,41.79922567,1983,1998
24 First Street East Providence,Fabricated Metal Products,0-49,-71.38409053,41.81689161,1991,1991
101 Pershing 51,Fabricated Metal Products,0-49,-71.56049572,41.80231198,1998,1998
53 Normal Area c,Fabricated Metal Products,NA,-71.42976312,41.75602377,1959,1959
8 Aurora St,Fabricated Metal Products,NA,-71.43587649,41.82839391,1953,1981
275 Harris Ave,"Printing, Publishing & Allied Industries",NA,-71.43045206,41.82573899,1969,1991
460 Broad Sheet Cenhal Falls,Rubber & Miscellaneous Plastic Products,NA,-71.38710786,41.88565442,1988,1988
9 Alexander Avenue East Providence,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.36672318,41.8225214,1988,1994
115 Railroad St,Industrial & Commercial Machinery,NA,-71.51491708,42.00409517,1983,1988
112 East Orchard Street,Industrial & Commercial Machinery,NA,-71.52071333,41.99516697,1986,1988
1420 Elmwood Avenue Cranston,Primary Metal Industries,0-49,-71.42331671,41.77136379,1959,2012
Manchester St,Primary Metal Industries,50-99,-71.5239044,41.68668024,1979,1986
27 Hewes St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41092771,41.83704959,1953,1953
552 Warren Ave,Industrial & Commercial Machinery,0-49,-71.36189431,41.81191117,1969,1998
1426 Phenix Ave,Fabricated Metal Products,0-49,-71.49897278,41.75215847,2006,2006
Lagoon Rd,Transportation Equipment,NA,-71.28237564,41.59142898,1983,1983
722 Eddy Street,Primary Metal Industries,0-49,-71.40716433,41.80861148,1967,1979
61 Mantel Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.46070946,41.8268855,1967,1967
1339 Plainfield Street Johnston,"Stone, Clay, Glass & Concrete Products",0-49,-71.48052207,41.79675976,1979,1991
700 School St,Chemicals & Allied Products,50-99,-71.37455806,41.86169148,1975,2010
624 Broad St,"Electronics, Electrical Equipment & Components",0-49,-71.42011368,41.80714746,2006,2006
1247 Elmwood Ave,"Electronics, Electrical Equipment & Components",0-49,-71.42130756,41.77726465,2010,2010
21 Campbell St,Paper & Allied Products,0-49,-71.3636445,41.86459271,1967,2012
33 Bayley Street,Rubber & Miscellaneous Plastic Products,NA,-71.3885717,41.87796507,1953,1961
361 S Main St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40424648,41.82135002,1998,2012
316 Pocasset Ave,Jewelry & Other Miscellaneous Manufacturing,NA,-71.45705408,41.80635366,1967,1991
15 Grosvenor Ave,Precision Machinery,NA,-71.3739957,41.81932143,1979,1981
Old River Road,Textile Mill Products,0-49,-71.47219819,41.96411753,1959,1967
74 Derby St,Fabricated Metal Products,NA,-71.40456277,41.87613147,1979,1983
191 North Main Street,Furniture & Fixtures,NA,-71.40985708,41.82958358,1963,1963
373 Taunton Avenue,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.36428599,41.8206708,1961,2010
1800 Cranston Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.46566904,41.78019837,1959,1986
65 Alhambra Road Warwick,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43997261,41.72829238,1988,1988
641Arnofd Rd,"Printing, Publishing & Allied Industries",0-49,-71.54457617,41.66435152,2006,2008
155 Westminster Street,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.42782422,41.8170617,1969,1969
3 Jefferson Blvd,Transportation Equipment,NA,-71.43876566,41.75554959,2002,2012
Warwick,Precision Machinery,0-49,-71.54476225,41.66450544,1988,1988
nwomm,Jewelry & Other Miscellaneous Manufacturing,NA,-71.36527112,41.87387759,1971,1971
254 Aborn St,Food & Kindred Products,0-49,-71.41669508,41.82250697,1953,1981
453 Smithfield Avenue Pawtucket,Food & Kindred Products,0-49,-71.4141493,41.8733355,1988,1998
2585 Pawtucket Ave,Primary Metal Industries,0-49,-71.36117067,41.80456165,1953,2002
1800 Smith St,Leather & Leather Products,100-249,-71.47218112,41.85449576,1979,1988
335 Tenth Street,Textile Mill Products,NA,-71.53340129,41.99920426,1963,1967
160 Cross Street,"Printing, Publishing & Allied Industries",NA,-71.39084257,41.8839553,1961,1979
478 Dexter Street,"Printing, Publishing & Allied Industries",0-49,-71.38501233,41.88105402,1979,1979
883 Waterman Avenue,Industrial & Commercial Machinery,0-49,-71.3484359,41.81169468,1971,1975
50 Peck St,"Printing, Publishing & Allied Industries",0-49,-71.40894704,41.82285944,1953,1953
211 Eddy Street,Chemicals & Allied Products,0-49,-71.40865533,41.81975069,1959,1981
50 Clifford St,"Printing, Publishing & Allied Industries",0-49,-71.44786605,41.86205282,1986,1991
11 Mill St Lonsdale,Textile Mill Products,0-49,-71.39028663,41.90018458,1953,1953
120 Brookside Avenue,Textile Mill Products,0-49,-71.52366365,41.70037286,1969,1975
50 Sims Avenue,Primary Metal Industries,50-99,-71.43348135,41.82663142,1979,2010
56 Virginia Lane,Lumber & Wood Products Except Furniture,0-49,-71.42943475,41.84856321,1981,1991
39 Troy St,Fabricated Metal Products,0-49,-71.44155103,41.81560724,1963,1998
150 Waterman Ave,Fabricated Metal Products,0-49,-71.37338069,41.82328604,1998,1998
365 Thames St Fl 2,"Stone, Clay, Glass & Concrete Products",0-49,-71.31471149,41.48344443,2002,2002
126 Chestnut St,"Electronics, Electrical Equipment & Components",NA,-71.43580027,41.75096351,1979,2012
300 Old Baptist Rd,Chemicals & Allied Products,0-49,-71.47924921,41.60667393,1981,2012
471 Thames Street,Food & Kindred Products,NA,-71.31442871,41.48028055,1959,1969
64 Broadway,Food & Kindred Products,0-49,-71.31182444,41.49180737,1994,2012
228 Aborn St,Fabricated Metal Products,0-49,-71.41660402,41.82246511,1953,1975
20 Polk Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.48646794,41.85142685,1979,1986
618 Cranston Street Providence,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43574085,41.80688196,1953,1988
115 Gano St,Food & Kindred Products,0-49,-71.38980115,41.8223849,1953,1961
930 Plainfield St Ste 4,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4652295,41.8055544,1975,2012
R F D 3 Douglas,Rubber & Miscellaneous Plastic Products,NA,-71.46693319,41.87298372,1979,1981
29 Burnside Ave Riverside,Fabricated Metal Products,0-49,-71.45475855,41.85315167,1953,1953
Dexter Rd,Fabricated Metal Products,50-99,-71.39060837,41.88124707,1953,1991
36 Beach St,Petroleum Refining & Related Industries,0-49,-71.82972998,41.36723773,1998,1998
213 Putnam Ave,"Printing, Publishing & Allied Industries",0-49,-71.50297556,41.86704013,1979,1988
558 Flsh Reed,Fabricated Metal Products,NA,-71.18359702,41.65370695,1969,1969
18 Taunton Ave,Leather & Leather Products,0-49,-71.38229098,41.81954702,1953,1959
Industrial Way,Leather & Leather Products,0-49,-71.36451968,41.78147752,1961,1994
101 Dyer Street Providence,Industrial & Commercial Machinery,250-499,-71.40843013,41.82361516,1986,1988
55 Technology Way,Industrial & Commercial Machinery,500+,-71.5708122,41.65860166,1994,2002
10 Memorial Blvd,Industrial & Commercial Machinery,0-49,-71.40990031,41.82643743,2012,2012
604 South Main Street,Primary Metal Industries,0-49,-71.39990259,41.81682018,1959,1959
381 Metacom Avenue Bristol,Industrial & Commercial Machinery,0-49,-71.2598726,41.67710896,1988,2010
169 So Angel St,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.38330271,41.82908623,1953,1959
10 Industrial Lane Johnston,Food & Kindred Products,100-249,-71.50896775,41.82393494,1981,2012
165 Crary Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41088429,41.81383393,1979,1994
216 Oxford St,Industrial & Commercial Machinery,0-49,-71.41235821,41.80171646,1953,2012
26 Ship St,Primary Metal Industries,0-49,-71.40871348,41.81914905,1953,1988
85 Aldrich St,Primary Metal Industries,0-49,-71.40706784,41.79466963,1991,2012
581 North Main Street,Rubber & Miscellaneous Plastic Products,NA,-71.51373327,42.01379434,1961,1994
130 Courtland St,"Printing, Publishing & Allied Industries",NA,-71.43080067,41.8184744,1979,1981
261 Knight St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.42818122,41.8187828,1986,1994
81 Venturi Ave,Paper & Allied Products,0-49,-71.39691427,41.76446155,1967,1979
708 East Avenue,Paper & Allied Products,0-49,-71.48764324,41.72071618,1981,1983
150 Park Lane,Fabricated Metal Products,0-49,-71.43622158,41.7947404,1971,1991
66 Sophia treet,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45705254,41.80808925,1994,1994
45 Dike St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44127745,41.81565146,1998,1998
1170 Pontiac Avenue,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.4505888,41.75269309,1981,1981
125 Higginson Avenue,"Stone, Clay, Glass & Concrete Products",0-49,-71.40934504,41.88484233,1963,2002
40 Fountain St,Precision Machinery,0-49,-71.41501382,41.82430715,1953,1963
1175 Warren Ave 438 1850,Precision Machinery,0-49,-71.34117778,41.80794049,1975,1981
12 Sayles Avenue Burrillville,"Printing, Publishing & Allied Industries",NA,-71.7024354,41.95596833,1991,1998
167 Mill St,Chemicals & Allied Products,100-249,-71.412865,41.765628,1959,2012
588 Eddy St,Paper & Allied Products,50-99,-71.40698231,41.81191297,1953,1953
NA,Paper & Allied Products,100-249,-71.4375053,41.85597191,1959,1959
275 Ferris Ave,Paper & Allied Products,250-499,-71.35004297,41.85020957,1979,2006
530 North Main St,Paper & Allied Products,0-49,-71.4099828,41.83668296,1953,1953
18 Detaine St,Fabricated Metal Products,0-49,-71.43945824,41.8193663,2002,2012
635 West Shore Road,Fabricated Metal Products,0-49,-71.38610333,41.72596863,1967,1973
3 Wm Ave on Bldg 5,Rubber & Miscellaneous Plastic Products,0-49,-71.49676788,41.87368816,1967,1967
346 Washington Street,Fabricated Metal Products,0-49,-71.42070833,41.81903429,1959,1973
2 Almy St,Industrial & Commercial Machinery,0-49,-71.50108214,41.79876654,1953,1953
30 Almy Street,Fabricated Metal Products,0-49,-71.4326896,41.81793641,1967,1967
50 Chestnut Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.41301023,41.81952307,1961,1971
952 Cranston St 943 3311,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44602038,41.80096314,1975,2006
68 Troverse Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.398956,41.81846682,1953,1971
71 Alden Street Pawtucket,Industrial & Commercial Machinery,0-49,-71.36342693,41.88183868,1991,2008
717 Aliens Ave,"Printing, Publishing & Allied Industries",0-49,-71.39763063,41.79378864,2010,2012
840 Eddie Dowling Hwy,Fabricated Metal Products,0-49,-71.49832827,41.96431049,1979,1983
1669 Hartford Ave,Leather & Leather Products,50-99,-71.51040709,41.82678379,1979,1986
287 Oak Street,Fabricated Metal Products,NA,-71.44249727,41.81509197,1953,1994
39 West Exchange Sheet,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.38554352,41.81766005,1953,1967
R F D No 1 Danielson Pike,Industrial & Commercial Machinery,0-49,-71.57626069,41.83529003,1953,1953
1123 York Avenue,Primary Metal Industries,0-49,-71.36119951,41.88575728,1991,1994
10 Arbor Street,Fabricated Metal Products,NA,-71.43725104,41.83897825,1959,1959
28 Sutton Ave,"Printing, Publishing & Allied Industries",0-49,-71.37502494,41.82678934,1979,2010
1 Highland Ave,Industrial & Commercial Machinery,0-49,-71.34215501,41.80699241,1959,2010
310 Owen Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41939797,41.87691324,1979,1983
Galilee Road Narragansett,Precision Machinery,100-249,-71.50905385,41.3824373,1988,1988
150 Point St,Fabricated Metal Products,0-49,-71.40919244,41.81572925,1953,1961
296 Veazie St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.43527418,41.85306684,1981,1988
3940 Main Rd,Fabricated Metal Products,0-49,-71.18695884,41.56924318,1967,2012
272 Washington Street,Rubber & Miscellaneous Plastic Products,0-49,-71.41819347,41.82055223,1959,1963
535 Atwood Avenue,Jewelry & Other Miscellaneous Manufacturing,NA,-71.47203584,41.79029289,1979,1981
NA,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44047308,41.86091182,1959,1979
163 Liberty St,Food & Kindred Products,0-49,-71.40256555,41.89304035,1953,1998
43 Oakland Ave,Textile Mill Products,250-499,-71.36261508,41.88507674,1953,1963
4 Pine Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40873563,41.82373907,1967,1973
446 Atwells Avenue Providence,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43230554,41.82396345,1988,1991
30 Beecher Street Pawtucket,"Electronics, Electrical Equipment & Components",0-49,-71.3979629,41.87884977,1979,1998
1461 Broad St,Food & Kindred Products,0-49,-71.40300722,41.78751819,1953,1953
439 Natick Road,Food & Kindred Products,0-49,-71.49187408,41.74305932,1979,1981
31 Humbert Street,Fabricated Metal Products,NA,-71.4747974,41.84509304,1959,1986
25 Lovell Avenue,Lumber & Wood Products Except Furniture,0-49,-71.44371439,41.78136913,1979,1986
34 Parsonage Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40900098,41.81641014,1979,1991
1303 Jefferson Blvd,"Electronics, Electrical Equipment & Components",0-49,-71.4484742,41.71309002,1979,1979
127 Cass St,"Stone, Clay, Glass & Concrete Products",0-49,-71.40696165,41.79390665,1981,1983
65 Deacon Ave,Fabricated Metal Products,0-49,-71.4373111,41.70205403,1994,2012
71 Mill Street,Fabricated Metal Products,0-49,-71.48902362,41.79565859,1979,2006
15 Amhex Dr,Fabricated Metal Products,0-49,-71.51307241,41.78535127,2002,2008
197 Eddy St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40930642,41.82065119,1953,1961
30 Jackson Street,Primary Metal Industries,0-49,-71.45742393,41.86004945,1963,1963
rzs SteWart Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41656206,41.81551757,1967,1967
371 Pine Street,"Stone, Clay, Glass & Concrete Products",50-99,-71.41664207,41.81564037,1979,2010
121 Broadcommon Rd,Rubber & Miscellaneous Plastic Products,50-99,-71.26937135,41.7035244,1979,2012
402 Franklin Street Bristol,Primary Metal Industries,0-49,-71.26326752,41.67648997,1991,1991
2905 Post Rd,"Electronics, Electrical Equipment & Components",0-49,-71.45297156,41.70564687,2008,2010
27 Centre St,Leather & Leather Products,0-49,-71.39662647,41.87675399,1988,2010
35 Lark Industrial Pkwy,Fabricated Metal Products,0-49,-71.53653351,41.86727336,2012,2012
374 Hopkins Hill Road,Textile Mill Products,0-49,-71.57040798,41.66489753,1971,2008
NA,Transportation Equipment,0-49,-71.34743362,41.81815568,1961,1963
60 Dexter Street,Rubber & Miscellaneous Plastic Products,0-49,-71.38789882,41.87891681,1963,1969
416 Lloyd Avenue,Food & Kindred Products,NA,-71.39088066,41.83423112,1961,1961
45 Kindergarten St,Chemicals & Allied Products,0-49,-71.51879597,42.00561967,1953,1961
123 Putnam Avenue,Fabricated Metal Products,NA,-71.49527561,41.86363513,1963,1963
40 Clifford St,Fabricated Metal Products,0-49,-71.44793875,41.86203862,1953,1953
152 S Water Street,Textile Mill Products,NA,-71.40680699,41.82333331,1959,1959
157 Cross St,Industrial & Commercial Machinery,NA,-71.39071137,41.88412341,1953,1967
699 Park Avenue,"Printing, Publishing & Allied Industries",NA,-71.42879498,41.77761522,1981,1983
55 Arrowhead TrI,Textile Mill Products,0-49,-71.51622915,41.63094247,2006,2006
15 Branch Pike,"Stone, Clay, Glass & Concrete Products",0-49,-71.54129018,41.93258761,1998,2010
170 Jefferson Blvd,Leather & Leather Products,0-49,-71.43757545,41.74346381,2008,2008
2374 Post Rd,Transportation Equipment,50-99,-71.44401024,41.71766579,2002,2010
155 Baker St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40377334,41.79266093,1981,1988
NA,Industrial & Commercial Machinery,0-49,-71.47467977,41.79451853,1994,1994
208 Forest Avenue,Transportation Equipment,0-49,-71.28777997,41.52783025,1979,1981
163 Manton Ave,Jewelry & Other Miscellaneous Manufacturing,NA,-71.44651071,41.8198732,1979,1979
15 Edna 51,Fabricated Metal Products,0-49,-71.4456677,41.81589281,1998,2010
365 Douglas Ave,Rubber & Miscellaneous Plastic Products,0-49,-71.42681544,41.84041516,1959,2012
282 Richmond Street,Primary Metal Industries,NA,-71.40834034,41.81820924,1959,1983
360 Central Ave,Industrial & Commercial Machinery,0-49,-71.36791156,41.88523719,1953,1953
34 Boyce Avenue,Industrial & Commercial Machinery,0-49,-71.36365202,41.87701989,1963,1963
346 Washingl on Sireei,Fabricated Metal Products,0-49,-71.42063297,41.81907853,1971,1971
960 Broad St 467 2840,Fabricated Metal Products,0-49,-71.41472327,41.79836112,1975,1975
72 Norwood Avenue,Fabricated Metal Products,0-49,-71.42969936,41.75580108,1971,1973
430 Wellington Ave,Fabricated Metal Products,0-49,-71.42582033,41.77660397,1969,2012
1011 Westminster St,Industrial & Commercial Machinery,0-49,-71.4251002,41.81729147,1998,2012
15 New England Way,Fabricated Metal Products,100-249,-71.48129981,41.92970709,1979,2012
NA,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45483856,41.80486792,1969,1969
43 Second Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.52552977,41.9985316,1959,1973
179 Sunnyside Ave,Chemicals & Allied Products,0-49,-71.52807729,41.99636016,1953,1959
NA,"Stone, Clay, Glass & Concrete Products",0-49,-71.67171,41.52394,1959,1973
7 Stilson Road Richmond,"Stone, Clay, Glass & Concrete Products",0-49,-71.68429931,41.51781828,1994,2010
4 Carrington St,Lumber & Wood Products Except Furniture,NA,-71.40435802,41.9094353,1969,2008
82 Diamond Hill Dr,Jewelry & Other Miscellaneous Manufacturing,NA,-71.35339563,41.87731257,1998,2008
53 Lee St,Precision Machinery,0-49,-71.35705268,41.89101624,2002,2002
21 Reservoir Avenue,Industrial & Commercial Machinery,0-49,-71.42604349,41.79649947,1967,1975
69 Silver Lake Ave,Food & Kindred Products,0-49,-71.46061065,41.80726254,1953,1975
70 Bath St,"Stone, Clay, Glass & Concrete Products",50-99,-71.42488288,41.83219954,2008,2008
2241 Mineral Spring Avenue,Industrial & Commercial Machinery,NA,-71.48376878,41.8581521,1961,1963
119 Dyer St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4084235,41.82336233,1953,1967
NA,"Printing, Publishing & Allied Industries",NA,-71.41334914,41.8205886,1963,1963
269 Armistice Boulevard,Industrial & Commercial Machinery,NA,-71.36556437,41.88061721,1959,1959
1007 Charles Street 722 6555,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42415908,41.865887,1975,1979
42 Ladd Street,Industrial & Commercial Machinery,0-49,-71.44875824,41.66518241,1983,1998
389 Knight Street,Fabricated Metal Products,NA,-71.42633935,41.81721997,1959,1961
NA,Industrial & Commercial Machinery,0-49,-71.42338986,41.80535791,1959,1959
181 Macklin St,Industrial & Commercial Machinery,0-49,-71.46155607,41.78185191,1981,2012
21 Slater Road Cranston,Primary Metal Industries,0-49,-71.45069549,41.74594365,1991,2012
70 Salmon 51,Fabricated Metal Products,0-49,-71.45499833,41.82368243,1998,2006
17 Virginia Avenue,Fabricated Metal Products,50-99,-71.40074029,41.79322551,1959,1994
1561hf Plainfield St,Industrial & Commercial Machinery,0-49,-71.49106946,41.79147292,1979,1981
149 Clarendon Street,Chemicals & Allied Products,NA,-71.42810069,41.77607669,1953,1963
15 Meeting Street,"Printing, Publishing & Allied Industries",0-49,-71.40884641,41.82849451,1959,1961
2763 Pawtucket Avenue,Food & Kindred Products,NA,-71.36288143,41.79968411,1969,1998
370 Wampanoag Trl,Food & Kindred Products,0-49,-71.3495492,41.79468654,2006,2012
194 Blanchard Ave,Industrial & Commercial Machinery,0-49,-71.4140435,41.73916849,1983,1983
624 Plainfield Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.45976217,41.81247404,1979,1991
481 Second Avenue Woonsocket,Primary Metal Industries,0-49,-71.52777071,42.00427312,1971,1991
100 South Street Providence,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40946685,41.81664649,1953,1994
1058 Broad Street,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.4122308,41.79633081,1961,2012
228 Broadway Providence,"Printing, Publishing & Allied Industries",0-49,-71.4250504,41.82075848,1991,2012
103 Dyer St,"Printing, Publishing & Allied Industries",0-49,-71.40842939,41.82358707,1998,2008
725 Pontiac Ave,"Printing, Publishing & Allied Industries",0-49,-71.44065674,41.76639613,1998,2002
51 Curtis Street,Fabricated Metal Products,0-49,-71.44974296,41.82172611,1953,2010
350 Cottage Street 02861,Industrial & Commercial Machinery,0-49,-71.36813026,41.88608524,1969,1991
2168 Broad Street,Fabricated Metal Products,0-49,-71.39089703,41.76603563,1994,1998
Park Ave and Budlong Road,"Stone, Clay, Glass & Concrete Products",0-49,-71.45727278,41.78400012,1953,1953
136 Rhodes Street,Fabricated Metal Products,NA,-71.40661858,41.80844056,1959,1961
213 Paradis Ave,Leather & Leather Products,0-49,-71.50360502,41.99891575,1953,1975
359 Eddy St,Chemicals & Allied Products,0-49,-71.4075074,41.81823042,1953,1953
99 South St,Industrial & Commercial Machinery,0-49,-71.40938406,41.81680378,1979,2002
51 Worthington Rd,Industrial & Commercial Machinery,0-49,-71.44680392,41.75056699,1983,2010
1333 Cranston St,Food & Kindred Products,0-49,-71.45540584,41.79063911,1979,1991
960 Greenwich Ave,Precision Machinery,0-49,-71.46423256,41.70988668,2006,2010
95 Pltman St,"Printing, Publishing & Allied Industries",NA,-71.38899755,41.82659797,1998,2010
285 Valley Street,Chemicals & Allied Products,NA,-71.43923125,41.82521784,1961,1979
100 Allendale Ave,Petroleum Refining & Related Industries,NA,-71.48465082,41.85032721,1969,2010
114 Baird Avenue,"Stone, Clay, Glass & Concrete Products",NA,-71.42425975,41.87353706,1953,1975
8 Below Street,Industrial & Commercial Machinery,50-99,-71.39708532,41.76436557,1967,1967
25 Bellows Street,Industrial & Commercial Machinery,50-99,-71.39846586,41.76438557,1969,2012
900 Wellington Ave,Fabricated Metal Products,0-49,-71.43022366,41.76421102,1959,2012
530 Main Street Office E Greenwich,Textile Mill Products,0-49,-71.45229219,41.65692801,1969,1973
4 Washington Street,"Printing, Publishing & Allied Industries",0-49,-71.28226657,41.72842909,1967,1973
100 God Ave,Lumber & Wood Products Except Furniture,0-49,-71.38911312,41.87827122,1953,1959
50 J enckes Hill Road Lincoln,Precision Machinery,50-99,-71.45523482,41.90327106,1988,1988
71 Villa Nova Street,Textile Mill Products,NA,-71.50266159,42.00456844,1961,1967
Automotive Div Div Avnot Inc,Industrial & Commercial Machinery,100-249,-71.26986638,41.72732899,1969,1975
Carol Drive,Primary Metal Industries,250-499,-71.4807008,41.92283696,1981,1981
Div International Metals and Mchny Inc,Primary Metal Industries,50-99,-71.40730003,41.80686932,1975,1975
68 Hartford Ave,Transportation Equipment,0-49,-71.44510878,41.81677275,1953,1953
5 Indigo Rd,Jewelry & Other Miscellaneous Manufacturing,NA,-71.29289434,41.7554994,1979,1986
721 School St,Textile Mill Products,100-249,-71.37454646,41.86119615,1953,1975
23 Broad St Fl 1,Textile Mill Products,100-249,-71.83069662,41.37752969,2010,2010
111 Commerce Dr,Food & Kindred Products,50-99,-71.42031337,41.73697366,2002,2002
26 Delta Dr,Jewelry & Other Miscellaneous Manufacturing,NA,-71.3674338,41.87763334,2010,2010
129 Baker St,Fabricated Metal Products,0-49,-71.40263082,41.79295626,1953,2002
219 AtwelIs Avenue,Food & Kindred Products,0-49,-71.42527169,41.82355117,1971,1975
NA,Primary Metal Industries,NA,-71.53001631,41.70956687,1959,1963
13 Desoto Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43874219,41.82071518,1967,1986
662 Hartford Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.46713808,41.81975686,1967,1967
72 King St,Food & Kindred Products,0-49,-71.45422796,41.82397639,1953,1983
293 Child Street,Paper & Allied Products,0-49,-71.27268144,41.72944166,1959,1998
15 Sunnyside Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.470542,41.8258358,1983,1991
19 Summer Street,Industrial & Commercial Machinery,0-49,-71.38517343,41.87888102,1979,1979
1478 Elwood Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42396707,41.76956785,1969,1969
40 Industrial Rd 944 0509,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.45700971,41.78770619,1975,1975
Bald Hill Rd Natick,Food & Kindred Products,0-49,-71.4869296,41.7173148,1953,1953
40 Worthington Road,Rubber & Miscellaneous Plastic Products,NA,-71.44667727,41.75072689,1963,1988
1650 Smith Street North Providence,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.4673489,41.85327259,1988,1994
1627 Elmwood Avenue,"Printing, Publishing & Allied Industries",0-49,-71.42540375,41.76369242,1963,1967
25 Curtis Sheet,Primary Metal Industries,0-49,-71.44904683,41.82122773,1967,1967
20 Carolina Avenue,Primary Metal Industries,0-49,-71.39932978,41.79120712,1969,1971
30 North Broadway,Industrial & Commercial Machinery,0-49,-71.41854008,41.82238661,1961,1961
1114 Broad St,Food & Kindred Products,0-49,-71.38816655,41.89514144,1953,1961
220 Woonasquatucket Ave,Fabricated Metal Products,250-499,-71.47585136,41.8409454,1981,2008
405 Water St,Textile Mill Products,0-49,-71.28492718,41.72685273,1953,1979
361 Academy Avenue,Jewelry & Other Miscellaneous Manufacturing,NA,-71.44437715,41.83478231,1959,1959
1400 Elmwood Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42309245,41.77198307,1979,2012
216 Weyhosset Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41243087,41.82148014,1953,1967
79 West Greenville Rd,Industrial & Commercial Machinery,NA,-71.52502358,41.97901317,1967,1979
1029 Charles St,Industrial & Commercial Machinery,NA,-71.42441005,41.8665812,1981,2002
93 Prudence Avenue Providence,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.46062609,41.80665096,1983,1998
16 East Road,Lumber & Wood Products Except Furniture,NA,-71.18688856,41.57126378,1983,1998
194 Point Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.37192451,41.87261374,1959,1959
261 Broad Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42048424,41.81571924,1961,1963
1770 Elmwood Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42445021,41.75922079,1969,1998
200 Front Sheet,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.37999353,41.88429153,1969,1969
45 Troy Street Providence,Chemicals & Allied Products,0-49,-71.44163283,41.81521761,1981,1988
3 Below Street,Industrial & Commercial Machinery,0-49,-71.39702404,41.76447963,1959,1967
59 Anthony Avenue,Fabricated Metal Products,NA,-71.3957945,41.86497137,1959,1981
9 Woodvale Drive,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.54946019,41.83972692,1986,2006
59 West PM Street,Precision Machinery,0-49,-71.45039588,41.8599248,1967,1967
59 West Friendship Sheet,Industrial & Commercial Machinery,0-49,-71.42277591,41.80986875,1969,1973
18 Murray Street 943 1009,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.46160354,41.80969731,1975,1994
